0.93 ,1,-180.000,-10.713
0.93 ,2,-178.000,-10.850
0.93 ,3,-176.000,-11.088
0.93 ,4,-174.000,-11.426
0.93 ,5,-172.000,-11.859
0.93 ,6,-170.000,-12.376
0.93 ,7,-168.000,-12.956
0.93 ,8,-166.000,-13.561
0.93 ,9,-164.000,-14.133
0.93 ,10,-162.000,-14.596
0.93 ,11,-160.000,-14.873
0.93 ,12,-158.000,-14.921
0.93 ,13,-156.000,-14.756
0.93 ,14,-154.000,-14.448
0.93 ,15,-152.000,-14.084
0.93 ,16,-150.000,-13.742
0.93 ,17,-148.000,-13.480
0.93 ,18,-146.000,-13.339
0.93 ,19,-144.000,-13.343
0.93 ,20,-142.000,-13.513
0.93 ,21,-140.000,-13.866
0.93 ,22,-138.000,-14.423
0.93 ,23,-136.000,-15.208
0.93 ,24,-134.000,-16.255
0.93 ,25,-132.000,-17.618
0.93 ,26,-130.000,-19.380
0.93 ,27,-128.000,-21.683
0.93 ,28,-126.000,-24.797
0.93 ,29,-124.000,-29.302
0.93 ,30,-122.000,-35.921
0.93 ,31,-120.000,-35.080
0.93 ,32,-118.000,-29.899
0.93 ,33,-116.000,-26.803
0.93 ,34,-114.000,-24.859
0.93 ,35,-112.000,-23.533
0.93 ,36,-110.000,-22.540
0.93 ,37,-108.000,-21.715
0.93 ,38,-106.000,-20.968
0.93 ,39,-104.000,-20.279
0.93 ,40,-102.000,-19.669
0.93 ,41,-100.000,-19.187
0.93 ,42,-98.000,-18.881
0.93 ,43,-96.000,-18.795
0.93 ,44,-94.000,-18.965
0.93 ,45,-92.000,-19.421
0.93 ,46,-90.000,-20.183
0.93 ,47,-88.000,-21.243
0.93 ,48,-86.000,-22.510
0.93 ,49,-84.000,-23.671
0.93 ,50,-82.000,-24.120
0.93 ,51,-80.000,-23.467
0.93 ,52,-78.000,-22.103
0.93 ,53,-76.000,-20.608
0.93 ,54,-74.000,-19.263
0.93 ,55,-72.000,-18.131
0.93 ,56,-70.000,-17.189
0.93 ,57,-68.000,-16.386
0.93 ,58,-66.000,-15.660
